article_number,name,device_standard,device_type,price_euro,calibration_type,category,search_text
1802,Prismen,DIN 2274,3,42.99,ISO,Sonstige Messtechnik,Prismen DIN 2274 3
1803,Prismen,DIN 2274,4,57.33,ISO,Sonstige Messtechnik,Prismen DIN 2274 4
1810,Winkelendmaße,,Gen. 2'',49.51,ISO,Dimensionsmesstechnik,Winkelendmaße Gen. 2''
1811,Winkelendmaße,,Gen. 10'',28.66,ISO,Dimensionsmesstechnik,Winkelendmaße Gen. 10''
1812,Winkelendmaße,,Gen. 30'',18.23,ISO,Dimensionsmesstechnik,Winkelendmaße Gen. 30''
1815,Winkelendmaßsatz,7 tlg.,Gen. 10'',187.64,ISO,Dimensionsmesstechnik,Winkelendmaßsatz 7 tlg. Gen. 10''
1816,Winkelendmaßsatz,12tlg,Gen. 30'',216.31,ISO,Dimensionsmesstechnik,Winkelendmaßsatz 12tlg Gen. 30''
1820,Winkelmesser,,,15.64,ISO,Sonstige Messtechnik,Winkelmesser
1825,Zusatzschiene für Winkelmesser,,,7.81,ISO,Sonstige Messtechnik,Zusatzschiene für Winkelmesser
1826,Prüfstiftsatz,DIN2269,33tlg.,85.89,ISO,Sonstige Messtechnik,Prüfstiftsatz DIN2269 33tlg.
1830,"Winkel 30°, 45°, 60°, 89°",DIN 875,<=100 mm,11.72,ISO,Sonstige Messtechnik,"Winkel 30°, 45°, 60°, 89° DIN 875 <=100 mm"
1831,"Winkel 30°, 45°, 60°, 89°",DIN 875,>100-200 mm,15.64,ISO,Sonstige Messtechnik,"Winkel 30°, 45°, 60°, 89° DIN 875 >100-200 mm"
1832,"Winkel 30°, 45°, 60°, 89°",DIN 875,>200-500 mm,23.45,ISO,Sonstige Messtechnik,"Winkel 30°, 45°, 60°, 89° DIN 875 >200-500 mm"
1840,Zentrierwinkel,DIN 875,,15.64,ISO,Sonstige Messtechnik,Zentrierwinkel DIN 875
1845,Flanschenwinkel,DIN 875,<=100 mm,10.42,ISO,Sonstige Messtechnik,Flanschenwinkel DIN 875 <=100 mm
1846,Flanschenwinkel,DIN 875,>100 - 200 mm,13.02,ISO,Sonstige Messtechnik,Flanschenwinkel DIN 875 >100 - 200 mm
1847,Flanschenwinkel,DIN 875,>200 - 500 mm,18.23,ISO,Sonstige Messtechnik,Flanschenwinkel DIN 875 >200 - 500 mm
1848,Flanschenwinkel,DIN 875,>500 - 1000 mm,23.45,ISO,Sonstige Messtechnik,Flanschenwinkel DIN 875 >500 - 1000 mm
1850,"Wasserwaagen, einfach",,,10.42,ISO,Waagen & Kraftmesstechnik,"Wasserwaagen, einfach"
1860,Wellen- u. Rahmenwasserwaagen,DIN 877,">=0,02 - <0,10 mm/m",44.30,ISO,Waagen & Kraftmesstechnik,"Wellen- u. Rahmenwasserwaagen DIN 877 >=0,02 - <0,10 mm/m"
1861,Wellen- u. Rahmenwasserwaagen,DIN 877,">=0,10 - <0,40 mm/m",23.45,ISO,Waagen & Kraftmesstechnik,"Wellen- u. Rahmenwasserwaagen DIN 877 >=0,10 - <0,40 mm/m"
1862,Wellen- u. Rahmenwasserwaagen,DIN 877,">=0,40 mm/m",18.23,ISO,Waagen & Kraftmesstechnik,"Wellen- u. Rahmenwasserwaagen DIN 877 >=0,40 mm/m"
1863,Wellen- u. Rahmenwasserwaagen,DIN 877,"0,01 mm/m",50.81,ISO,Waagen & Kraftmesstechnik,"Wellen- u. Rahmenwasserwaagen DIN 877 0,01 mm/m"
1864,Aufpreis für Prismenmessung,,,13.02,ISO,Sonstige Messtechnik,Aufpreis für Prismenmessung
1865,Neigungsmesser,analog,,46.90,ISO,Sonstige Messtechnik,Neigungsmesser analog
1866,Winkellibelle,,,87.30,ISO,Sonstige Messtechnik,Winkellibelle
1870,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,<=50mm,36.47,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C <=50mm
1871,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,>50-100 mm,46.90,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C >50-100 mm
1872,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,>100-150 mm,59.94,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C >100-150 mm
1873,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,>150-200 mm,69.06,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C >150-200 mm
1874,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,>200-250 mm,83.39,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C >200-250 mm
1875,Einstellringe (mit Zylinderform- prüfung),DIN 2250 C,>250-300 mm,93.82,ISO,Sonstige Messtechnik,Einstellringe (mit Zylinderform- prüfung) DIN 2250 C >250-300 mm
1880,"Prüfzylinder 90° aus Stahl, Hartgestein oder Keramik",,<=300,79.48,ISO,Sonstige Messtechnik,"Prüfzylinder 90° aus Stahl, Hartgestein oder Keramik <=300"
1881,"Prüfzylinder 90° aus Stahl, Hartgestein oder Keramik",,>300<=500 mm,119.88,ISO,Sonstige Messtechnik,"Prüfzylinder 90° aus Stahl, Hartgestein oder Keramik >300<=500 mm"
1890,Wasserwaage mit Inclinometer,"± 0,1°",<=800 mm 0° - 90°,46.90,ISO,Waagen & Kraftmesstechnik,"Wasserwaage mit Inclinometer ± 0,1° <=800 mm 0° - 90°"
1891,Wasserwaage mit Inclinometer,"± 0,1°",,54.72,ISO,Waagen & Kraftmesstechnik,"Wasserwaage mit Inclinometer ± 0,1°"
1895,elektronische Wasserwaage,,1 - 5 µm/m,215.00,ISO,Waagen & Kraftmesstechnik,elektronische Wasserwaage 1 - 5 µm/m
1896,elektronische Wasserwaage,,10 - 50 µm/m,110.74,ISO,Waagen & Kraftmesstechnik,elektronische Wasserwaage 10 - 50 µm/m
1897,elektronische Wasserwaage,,100 - 500 µm/m,59.94,ISO,Waagen & Kraftmesstechnik,elektronische Wasserwaage 100 - 500 µm/m
1900,Messmikroskope,,<=200mm,237.16,ISO,Sonstige Messtechnik,Messmikroskope <=200mm
1901,Messmikroskope,,<=300mm,366.16,ISO,Sonstige Messtechnik,Messmikroskope <=300mm
1910,Profilprojektoren,,<=200mm,299.70,ISO,Sonstige Messtechnik,Profilprojektoren <=200mm
1911,Profilprojektoren,,<=300mm,432.63,ISO,Sonstige Messtechnik,Profilprojektoren <=300mm
1920,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,32 tlg.,156.37,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 32 tlg."
1921,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,47 tlg.,229.34,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 47 tlg."
1922,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,87 tlg.,432.63,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 87 tlg."
1923,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,103 tlg.,510.81,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 103 tlg."
1924,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,112 tlg.,552.51,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 112 tlg."
1925,"Endmaßsatz 0,5-100mm",DIN EN ISO 3650,122 tlg.,599.41,ISO,Dimensionsmesstechnik,"Endmaßsatz 0,5-100mm DIN EN ISO 3650 122 tlg."
1926,Endmaßsatz (25 - 200 mm),DIN EN ISO 3650,8tlg.,93.82,ISO,Dimensionsmesstechnik,Endmaßsatz (25 - 200 mm) DIN EN ISO 3650 8tlg.
1927,Endmaßsatz (125 - 500 mm),DIN EN ISO 3650,8 tlg.,239.76,ISO,Dimensionsmesstechnik,Endmaßsatz (125 - 500 mm) DIN EN ISO 3650 8 tlg.
1928,"Endmaßsatz, 3tlg für Messschieber Kalibrierung",,,28.66,ISO,Dimensionsmesstechnik,"Endmaßsatz, 3tlg für Messschieber Kalibrierung"
1929,Endmaßsatz (für Kalibrierung von Messschrauben),,,52.12,ISO,Dimensionsmesstechnik,Endmaßsatz (für Kalibrierung von Messschrauben)
1930,Strichplatten für Messlupen,,<=10 mm,49.51,ISO,Sonstige Messtechnik,Strichplatten für Messlupen <=10 mm
1931,Strichplatten für Messlupen,,>10 - 20 mm,54.72,ISO,Sonstige Messtechnik,Strichplatten für Messlupen >10 - 20 mm
1940,Glasmaßstäbe,DIN 865,<=10 mm,28.66,ISO,Sonstige Messtechnik,Glasmaßstäbe DIN 865 <=10 mm
1941,Glasmaßstäbe,DIN 865,>10 - 50 mm,31.27,ISO,Sonstige Messtechnik,Glasmaßstäbe DIN 865 >10 - 50 mm
1942,Glasmaßstäbe,DIN 865,>50 - 100 mm,41.70,ISO,Sonstige Messtechnik,Glasmaßstäbe DIN 865 >50 - 100 mm
1943,Glasmaßstäbe,DIN 865,>100 - 300 mm,62.54,ISO,Sonstige Messtechnik,Glasmaßstäbe DIN 865 >100 - 300 mm
1950,Rauheitsmessgerät,,,162.87,ISO,Sonstige Messtechnik,Rauheitsmessgerät
1960,Raunormal,,,136.81,ISO,Sonstige Messtechnik,Raunormal
1961,Oberflächenvergleichsplatte,Rugotest Nr.1,,179.82,ISO,Sonstige Messtechnik,Oberflächenvergleichsplatte Rugotest Nr.1
1962,Oberflächenvergleichsplatte,Rugotest Nr.3,,162.87,ISO,Sonstige Messtechnik,Oberflächenvergleichsplatte Rugotest Nr.3
1970,Parallelstücke,DIN 6346,,19.54,ISO,Sonstige Messtechnik,Parallelstücke DIN 6346
1980,Schnabelaußemessschrauben,DIN 863 T4,<= 30 mm,15.64,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 <= 30 mm
1981,Schnabelaußemessschrauben,DIN 863 T4,>30 - 55 mm,18.23,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >30 - 55 mm
1982,Schnabelaußemessschrauben,DIN 863 T4,>55 - 75 mm,20.85,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >55 - 75 mm
1983,Schnabelaußemessschrauben,DIN 863 T4,>75 - 100 mm,23.45,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >75 - 100 mm
1984,Schnabelaußemessschrauben,DIN 863 T4,>100 - 200 mm,26.05,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >100 - 200 mm
1985,Schnabelaußemessschrauben,DIN 863 T4,>200 - 300 mm,28.66,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >200 - 300 mm
1986,Schnabelaußemessschrauben,DIN 863 T4,>300 - 400 mm,31.27,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >300 - 400 mm
1987,Schnabelaußemessschrauben,DIN 863 T4,>400 - 800 mm,44.30,ISO,Dimensionsmesstechnik,Schnabelaußemessschrauben DIN 863 T4 >400 - 800 mm
2000,"Drehmomentschlüssel, rechtsaus- lösend",DIN ISO 6789,>2-100 Nm,24.76,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechtsaus- lösend DIN ISO 6789 >2-100 Nm"
2001,"Drehmomentschlüssel, rechtsaus- lösend",DIN ISO 6789,>100-400 Nm,32.56,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechtsaus- lösend DIN ISO 6789 >100-400 Nm"
2002,"Drehmomentschlüssel, rechtsaus- lösend",DIN ISO 6789,>400-1000 Nm,36.47,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechtsaus- lösend DIN ISO 6789 >400-1000 Nm"
2003,"Drehmomentschlüssel, rechtsaus- lösend",DIN ISO 6789,<=5Nm,32.56,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechtsaus- lösend DIN ISO 6789 <=5Nm"
2010,"Drehmomentschlüssel, rechts- u. linksauslösend",DIN ISO 6789,<=100 Nm,32.56,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechts- u. linksauslösend DIN ISO 6789 <=100 Nm"
2011,"Drehmomentschlüssel, rechts- u. linksauslösend",DIN ISO 6789,>100-400Nm,52.12,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechts- u. linksauslösend DIN ISO 6789 >100-400Nm"
2012,"Drehmomentschlüssel, rechts- u. linksauslösend",DIN ISO 6789,>400-1000 Nm,71.66,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechts- u. linksauslösend DIN ISO 6789 >400-1000 Nm"
2013,"Drehmomentschlüssel, rechts- u. linksaus- lösend",DIN ISO 6789,<=5Nm,52.12,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, rechts- u. linksaus- lösend DIN ISO 6789 <=5Nm"
2020,Drehmomentprüfgeräte rechtsauslösend,,<=100Nm,110.74,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rechtsauslösend <=100Nm
2021,Drehmomentprüfgeräte rechtsauslösend,,>100-400Nm,162.87,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rechtsauslösend >100-400Nm
2022,Drehmomentprüfgeräte rechtsauslösend,,>400-1000Nm,195.46,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rechtsauslösend >400-1000Nm
2030,Drehmomentprüfgeräte rech- u. linkstsauslösend,,<=100Nm,179.82,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rech- u. linkstsauslösend <=100Nm
2031,Drehmomentprüfgeräte rech- u. linkstsauslösend,,>100-400Nm,228.03,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rech- u. linkstsauslösend >100-400Nm
2032,Drehmomentprüfgeräte rech- u. linkstsauslösend,,>400-1000Nm,280.15,ISO,Elektrische Messtechnik,Drehmomentprüfgeräte rech- u. linkstsauslösend >400-1000Nm
2040,"Drehmomentschlüssel, elektronisch",DIN ISO 6789,<=5 Nm,32.56,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, elektronisch DIN ISO 6789 <=5 Nm"
2041,"Drehmomentschlüssel, elektronisch",DIN ISO 6789,>5 - 100 Nm,52.12,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, elektronisch DIN ISO 6789 >5 - 100 Nm"
2042,"Drehmomentschlüssel, elektronisch",DIN ISO 6789,>100 - 400 Nm,84.69,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, elektronisch DIN ISO 6789 >100 - 400 Nm"
2043,"Drehmomentschlüssel, elektronisch",DIN ISO 6789,>400 - 1000 Nm,136.81,ISO,Waagen & Kraftmesstechnik,"Drehmomentschlüssel, elektronisch DIN ISO 6789 >400 - 1000 Nm"
3000,Elektrische Drucksensoren u. Transmitter,"0,05% - 0,5%",<=16 bar,46.90,ISO,Druckmesstechnik,"Elektrische Drucksensoren u. Transmitter 0,05% - 0,5% <=16 bar"
3001,Elektrische Drucksensoren u. Transmitter,"0,05% - 0,5%",>16-40 bar,49.51,ISO,Druckmesstechnik,"Elektrische Drucksensoren u. Transmitter 0,05% - 0,5% >16-40 bar"
3002,Elektrische Drucksensoren u. Transmitter,"0,05% - 0,5%",>40-160 bar,54.72,ISO,Druckmesstechnik,"Elektrische Drucksensoren u. Transmitter 0,05% - 0,5% >40-160 bar"
3003,Elektrische Drucksensoren u. Transmitter,"0,05% - 0,5%",>160-700 bar,76.89,ISO,Druckmesstechnik,"Elektrische Drucksensoren u. Transmitter 0,05% - 0,5% >160-700 bar"
3005,Drucktrommelschreiber,,>1-160 bar,49.51,ISO,Druckmesstechnik,Drucktrommelschreiber >1-160 bar
3006,Drucktrommelschreiber,,>700 bar,67.77,ISO,Druckmesstechnik,Drucktrommelschreiber >700 bar
3008,Anzeigeeinheit für Elektrische Drucksensoren u. Transmitter,,,27.36,ISO,Druckmesstechnik,Anzeigeeinheit für Elektrische Drucksensoren u. Transmitter
3010,Feinmess-Manometer,"0,1%",<=16 bar,36.47,ISO,Druckmesstechnik,"Feinmess-Manometer 0,1% <=16 bar"
3011,Feinmess-Manometer,"0,1%",>16-40 bar,39.10,ISO,Druckmesstechnik,"Feinmess-Manometer 0,1% >16-40 bar"
3012,Feinmess-Manometer,"0,1%",>40-160 bar,44.30,ISO,Druckmesstechnik,"Feinmess-Manometer 0,1% >40-160 bar"
3013,Feinmess-Manometer,"0,1%",>160-700 bar,63.85,ISO,Druckmesstechnik,"Feinmess-Manometer 0,1% >160-700 bar"
3018,Aufpreis Unterdruckmessung für Manometer,,,13.02,ISO,Druckmesstechnik,Aufpreis Unterdruckmessung für Manometer
3019,Demontage von Anschlußstücken.,,,6.51,ISO,Sonstige Messtechnik,Demontage von Anschlußstücken.
3020,Feinmess-Manometer,"0,6%",<=16 bar,28.66,ISO,Druckmesstechnik,"Feinmess-Manometer 0,6% <=16 bar"
3021,Feinmess-Manometer,"0,6%",>16-40 bar,32.56,ISO,Druckmesstechnik,"Feinmess-Manometer 0,6% >16-40 bar"
3022,Feinmess-Manometer,"0,6%",>40-160 bar,36.47,ISO,Druckmesstechnik,"Feinmess-Manometer 0,6% >40-160 bar"
3023,Feinmess-Manometer,"0,6%",>160-700 bar,41.70,ISO,Druckmesstechnik,"Feinmess-Manometer 0,6% >160-700 bar"
3030,Manometer,"1,0%",<=16 bar,23.45,ISO,Druckmesstechnik,"Manometer 1,0% <=16 bar"
3031,Manometer,"1,0%",>16-40 bar,26.05,ISO,Druckmesstechnik,"Manometer 1,0% >16-40 bar"
3032,Manometer,"1,0%",>40-160 bar,32.56,ISO,Druckmesstechnik,"Manometer 1,0% >40-160 bar"
3033,Manometer,"1,0%",>160-700 bar,36.47,ISO,Druckmesstechnik,"Manometer 1,0% >160-700 bar"
3040,Manometer,"2,5%",<=16 bar,20.85,ISO,Druckmesstechnik,"Manometer 2,5% <=16 bar"
3041,Manometer,"2,5%",>16-40 bar,23.45,ISO,Druckmesstechnik,"Manometer 2,5% >16-40 bar"
3042,Manometer,"2,5%",>40-160 bar,26.05,ISO,Druckmesstechnik,"Manometer 2,5% >40-160 bar"
3043,Manometer,"2,5%",>160-700 bar,32.56,ISO,Druckmesstechnik,"Manometer 2,5% >160-700 bar"
3044,Manometer,"2,5 %",>700 - 1200 bar,49.51,ISO,Druckmesstechnik,"Manometer 2,5 % >700 - 1200 bar"
3050,Geringdruck-Manometer,,>10-100mbar,44.30,ISO,Druckmesstechnik,Geringdruck-Manometer >10-100mbar
3051,Geringdruck-Manometer,,<500mbar,41.70,ISO,Druckmesstechnik,Geringdruck-Manometer <500mbar
3052,Geringdruck-Manometer,,<1000mbar,36.47,ISO,Druckmesstechnik,Geringdruck-Manometer <1000mbar
3060,"Prüfpumpen, handbetrieben",,<=16 bar,32.56,ISO,Sonstige Messtechnik,"Prüfpumpen, handbetrieben <=16 bar"
3061,"Prüfpumpen, handbetrieben",,>16-40 bar,36.47,ISO,Sonstige Messtechnik,"Prüfpumpen, handbetrieben >16-40 bar"
3062,"Prüfpumpen, handbetrieben",,>40-160 bar,44.30,ISO,Sonstige Messtechnik,"Prüfpumpen, handbetrieben >40-160 bar"
3065,Reifendruckprüfer,"2,5%",<=20bar,36.47,ISO,Druckmesstechnik,"Reifendruckprüfer 2,5% <=20bar"
3070,"Manometer, DAkkS Kalibrierung",Ablauf A,"0 - 2,5 bar",123.79,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf A 0 - 2,5 bar"
3071,"Manometer, DAkkS Kalibrierung",Ablauf A,">2,5 - 35 bar ",123.79,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf A >2,5 - 35 bar "
3073,"Manometer, DAkkS Kalibrierung",Ablauf B,"0 -2,5 bar",110.74,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf B 0 -2,5 bar"
3074,"Manometer, DAkkS Kalibrierung",Ablauf B,">2,5 - 35 bar",110.74,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf B >2,5 - 35 bar"
3076,"Manometer, DAkkS Kalibrierung",Ablauf C,"0 - 2,5 bar",84.69,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf C 0 - 2,5 bar"
3077,"Manometer, DAkkS Kalibrierung",Ablauf C,">2,5 -35 bar",84.69,DAkkS,Druckmesstechnik,"Manometer, DAkkS Kalibrierung Ablauf C >2,5 -35 bar"
3500,Grundpreis Koordinatenmessung,,,26.05,3D,Dimensionsmesstechnik,Grundpreis Koordinatenmessung
3501,Koordinatenmessung (je Messwert),,,2.60,3D,Dimensionsmesstechnik,Koordinatenmessung (je Messwert)
3502,Formmessung,,,19.54,3D,Sonstige Messtechnik,Formmessung
3503,Rauheitsmessung,,,19.54,3D,Sonstige Messtechnik,Rauheitsmessung
3504,Prüfplanerstellung (je Messwert),,,3.25,3D,Sonstige Messtechnik,Prüfplanerstellung (je Messwert)
4000,"Drehzahlmesser, mechanische Abtastung",1%,,80.79,ISO,Sonstige Messtechnik,"Drehzahlmesser, mechanische Abtastung 1%"
4010,"Drehzahlmesser, optische Abtastung",1/min,,80.79,ISO,Optik & Lichtmesstechnik,"Drehzahlmesser, optische Abtastung 1/min"
4020,Stroboskope,,,80.79,ISO,Sonstige Messtechnik,Stroboskope
4030,Stoppuhren,,analog,28.66,ISO,Zeit & Frequenz,Stoppuhren analog
4031,Stoppuhren,,digital,28.66,ISO,Zeit & Frequenz,Stoppuhren digital
4100,Federwaagen,1%,"<=0,5 N",29.97,ISO,Waagen & Kraftmesstechnik,"Federwaagen 1% <=0,5 N"
4101,Federwaagen,1%,">0,5-5 N",36.47,ISO,Waagen & Kraftmesstechnik,"Federwaagen 1% >0,5-5 N"
4102,Federwaagen,1%,>5-50 N,36.47,ISO,Waagen & Kraftmesstechnik,Federwaagen 1% >5-50 N
4103,Federwaagen,1%,>50-500 N,41.70,ISO,Waagen & Kraftmesstechnik,Federwaagen 1% >50-500 N
4110,Industriewaagen,,<=2kg,54.72,ISO,Waagen & Kraftmesstechnik,Industriewaagen <=2kg
4111,Industriewaagen,,>2 - 10kg,70.36,ISO,Waagen & Kraftmesstechnik,Industriewaagen >2 - 10kg
4112,Industriewaagen,,>10 - 50kg,88.60,ISO,Waagen & Kraftmesstechnik,Industriewaagen >10 - 50kg
4113,Industriewaagen,,>50 - 100kg,166.78,ISO,Waagen & Kraftmesstechnik,Industriewaagen >50 - 100kg
4114,Industriewaagen,,>100-300kg,312.74,ISO,Waagen & Kraftmesstechnik,Industriewaagen >100-300kg
4115,Industriewaagen,,>300-600kg,469.11,ISO,Waagen & Kraftmesstechnik,Industriewaagen >300-600kg
4116,Industriewaage,,>600-1200kg,964.28,ISO,Waagen & Kraftmesstechnik,Industriewaage >600-1200kg
4120,Zeigerschnellwaagen,,<=2kg,36.47,ISO,Waagen & Kraftmesstechnik,Zeigerschnellwaagen <=2kg
4121,Zeigerschnellwaagen,,>2 - 10kg,54.72,ISO,Waagen & Kraftmesstechnik,Zeigerschnellwaagen >2 - 10kg
4122,Zeigerschnellwaagen,,>10 - 50kg,72.96,ISO,Waagen & Kraftmesstechnik,Zeigerschnellwaagen >10 - 50kg
4123,Zeigerschnellwaagen,,>50 - 100kg,101.63,ISO,Waagen & Kraftmesstechnik,Zeigerschnellwaagen >50 - 100kg
4124,Kern,HCB 200K100,Digitale Hängewaage,156.37,ISO,Waagen & Kraftmesstechnik,Kern HCB 200K100 Digitale Hängewaage
4130,Dynamometer,,<=20N,36.47,ISO,Waagen & Kraftmesstechnik,Dynamometer <=20N
4131,Dynamometer,,>20 - 100N,54.72,ISO,Waagen & Kraftmesstechnik,Dynamometer >20 - 100N
4132,Dynamometer,,>100 - 500N,72.96,ISO,Waagen & Kraftmesstechnik,Dynamometer >100 - 500N
4133,Dynamometer,,>500 - 1000N,101.63,ISO,Waagen & Kraftmesstechnik,Dynamometer >500 - 1000N
4140,Kraftmessdosen,,<=20N,66625.84,ISO,Waagen & Kraftmesstechnik,Kraftmessdosen <=20N
4141,Kraftmessdosen,,>20 - 100N,66625.84,ISO,Waagen & Kraftmesstechnik,Kraftmessdosen >20 - 100N
4142,Kraftmessdosen,,>100 - 500N,66625.84,ISO,Waagen & Kraftmesstechnik,Kraftmessdosen >100 - 500N
4143,Kraftmessdosen,,>500 - 1000N,66625.84,ISO,Waagen & Kraftmesstechnik,Kraftmessdosen >500 - 1000N
4144,Gewicht,M3,>1-2 g,19.54,ISO,Waagen & Kraftmesstechnik,Gewicht M3 >1-2 g
4145,Gewicht,M3,10 g,18.23,ISO,Waagen & Kraftmesstechnik,Gewicht M3 10 g
4146,Gewicht,M3,50 g,18.23,ISO,Waagen & Kraftmesstechnik,Gewicht M3 50 g
4147,Gewicht,M3,100 g,20.85,ISO,Waagen & Kraftmesstechnik,Gewicht M3 100 g
4148,Gewicht,M3,1000 g,26.05,ISO,Waagen & Kraftmesstechnik,Gewicht M3 1000 g
4149,Gewicht,M3,10 kg,32.56,ISO,Waagen & Kraftmesstechnik,Gewicht M3 10 kg
4150,Gewicht,M3,50 kg,39.10,ISO,Waagen & Kraftmesstechnik,Gewicht M3 50 kg
4200,Thermometer,,,80.79,ISO,Temperaturmesstechnik,Thermometer
4201,Thermometer ohne Fühler,,,59.94,ISO,Temperaturmesstechnik,Thermometer ohne Fühler
4202,Zusatzfühler für Thermometer,,,24.76,ISO,Temperaturmesstechnik,Zusatzfühler für Thermometer
4203,Bimetall Thermometer,,,59.94,ISO,Temperaturmesstechnik,Bimetall Thermometer
4205,Infrarot-Thermometer,,,119.88,ISO,Temperaturmesstechnik,Infrarot-Thermometer
4210,"Feuchte-, Temperaturschreiber",,,110.74,ISO,Temperaturmesstechnik,"Feuchte-, Temperaturschreiber"
4220,Hygrometer,,,80.79,ISO,Feuchtemesstechnik,Hygrometer
4300,Shore Härteprüfer,DIN 53505,Shore A,44.30,ISO,Sonstige Messtechnik,Shore Härteprüfer DIN 53505 Shore A
4301,Shore Härteprüfer,DIN 53505,Shore D,44.30,ISO,Sonstige Messtechnik,Shore Härteprüfer DIN 53505 Shore D
4302,Messwegkontrollring,Shore,,15.64,ISO,Sonstige Messtechnik,Messwegkontrollring Shore
4310,Ultraschallprüfkörper,EN 12223,K1,54.72,ISO,Akustik,Ultraschallprüfkörper EN 12223 K1
4311,Ultraschallprüfkörper,EN 27963,K2,54.72,ISO,Akustik,Ultraschallprüfkörper EN 27963 K2
4312,Stufenprüfkörper,,1 - 8 mm,28.66,ISO,Sonstige Messtechnik,Stufenprüfkörper 1 - 8 mm
4400,Oberflächenvergleichsnormale,,,0.00,ISO,Sonstige Messtechnik,Oberflächenvergleichsnormale
4410,Rauhigkeitsmessgeräte,,,0.00,ISO,Sonstige Messtechnik,Rauhigkeitsmessgeräte
4420,Rauh- u. Geometrienormale,,,0.00,ISO,Sonstige Messtechnik,Rauh- u. Geometrienormale
4430,"Tiefen, u. Rillennormale",,,0.00,ISO,Sonstige Messtechnik,"Tiefen, u. Rillennormale"
4500,Nivelliere,,,79.48,ISO,Sonstige Messtechnik,Nivelliere
4600,Crimpzangen,,,0.00,ISO,Sonstige Messtechnik,Crimpzangen
4700,Brookfield-Spindel,DIN 51398,,15.64,ISO,Sonstige Messtechnik,Brookfield-Spindel DIN 51398
5000,"reinigen, konservieren",,,58.62,r.k,Sonstige Messtechnik,"reinigen, konservieren"
5001,"justieren, reparieren, entrosten",,,84.69,jus,Sonstige Messtechnik,"justieren, reparieren, entrosten"
